name,municipality,iata_code
Namorik Atoll Airport,Namorik Atoll,NDK
Rongelap Island Airport,Rongelap Island,RNP
Tinak Airport,Arno Atoll,TIC
Jaluit Airport,Jabor Jaluit Atoll,UIT
Woja Airport,Woja,WJA
Wotje Airport,Wotje,WTE
Wotho Island Airport,Wotho Island,WTO
Ahuas Airport,Ahuas,AHS
Brus Laguna Airport,Brus Laguna,BHG
Catacamas Airport,Catacamas,CAA
Carta Airport,La Unión,LUI
Coyoles Airport,Coyoles,CYL
Cauquira Airport,Cauquira,CDD
El Arrayán Airport,Olanchito,OAN
Celaque Airport,Gracias,GAC
Iriona Airport,Iriona,IRN
Jicalapa Airport,Jicalapa,GUO
Jutigalpa airport,Jutigalpa,JUT
Goloson International Airport,La Ceiba,LCE
La Esperanza Airport,La Esperanza,LEZ
Ramón Villeda Morales International Airport,San Pedro Sula,SAP
Hooker County Airport,Mullen,MHN
La Laguna Airport,Guanaja,GJA
Palacios Airport,Palacios,PCH
Puerto Lempira Airport,Puerto Lempira,PEU
Juan Manuel Gálvez International Airport,Coxen Hole,RTB
Copán Ruinas Airport,Copán Ruinas,RUY
Palmerola International Airport / José Enrique Soto Cano Air Base,Palmerola,XPL
Tela Airport,Tela,TEA
Toncontín International Airport,Tegucigalpa,TGU
Trujillo Airport,Trujillo,TJI
Tocoa Airport,Tocoa,TCF
Sulaco Airport,Sulaco,SCD
Utila Airport,Utila Island,UII
Morehead Airport,Morehead,MHY
Yoro Airport,Yoro,ORO
Mainoru Airstrip,Mainoru,MIZ
Moki Airport,Moki,MJJ
Maganja da Costa Airport,Maganja,MJS
Ian Fleming International Airport,Boscobel,OCJ
Norman Manley International Airport,Kingston,KIN
Sangster International Airport,Montego Bay,MBJ
Ken Jones Airport,Ken Jones,POT
Malekolon Airport,Babase Island,MKN
Negril Airport,Negril,NEG
Tinson Pen Airport,Tinson Pen,KTP
Mili Island Airport,Mili Island,MIJ
Malalaua Airport,Malalaua,MLQ
Hinthada Airport,Hinthada,HEB
Heho Airport,Kalaw Township,HEH
Cupul Airport,Tizimin,TZM
Aeropuerto Internacional Juan N. Álvarez,Ciudad de Acapulco,ACA
Del Norte International Airport,Monterrey,NTR
Governor Jesús Terán Peredo International Airport,Aguascalientes,AGU
Bahías de Huatulco International Airport,Huatulco,HUX
Cananea National Airport,Cananea,CNA
Cuernavaca - General Mariano Matamoros Airport,Temixco,CVJ
Ciudad Acuña New International Airport,Ciudad Acuña,ACN
Ciudad del Carmen International Airport,Ciudad del Carmen,CME
Nuevo Casas Grandes Municipal Airport,Nuevo Casas Grandes,NCG
Bachigualato Federal International Airport,Culiacán,CUL
Chetumal International Airport,Chetumal,CTM
Ciudad Obregón International Airport,Ciudad Obregón,CEN
San Antonio Copalar Airport,Comitán,CJT
Ingeniero Alberto Acuña Ongay International Airport,Campeche,CPE
Abraham González International Airport,Ciudad Juárez,CJS
Chichen Itza International Airport,Chichen Itza,CZA
General Roberto Fierro Villalobos International Airport,Chihuahua,CUU
General Pedro Jose Mendez International Airport,Ciudad Victoria,CVM
Captain Rogelio Castillo National Airport,Celaya,CYW
Aeropuerto Internacional de Cozumel,Ciudad de Cozumel,CZM
Ciudad Constitución National Airport,Comondú,CUA
Ciudad Mante National Airport,Ciudad Mante,MMC
"Aeropuerto Internacional Gral, Guadalupe Victoria",Ciudad de Durango,DGO
Amado Nervo National Airport,Tepic,TPQ
Ensenada International Airport / El Cipres Air Base,Ensenada,ESE
Aeropuerto Internacional Miguel Hidalgo,Ciudad de Tlajomulco de Zúñiga,GDL
General José María Yáñez International Airport,Guaymas,GYM
Guerrero Negro Airport,San Quintín,GUB
Tehuacan Airport,,TCN
General Ignacio P. Garcia International Airport,Hermosillo,HMO
Licenciado Miguel de la Madrid Airport,Colima,CLQ
Isla Mujeres Airport,Isla Mujeres,ISJ
Plan De Guadalupe International Airport,Saltillo,SLW
Ixtepec Airport,Ixtepec,IZT
El Lencero Airport,Xalapa,JAL
Aeropuerto Nacional Jorge Jiménez Cantú,Atizapán de Zaragoza,AZP
Lázaro Cárdenas Airport,Lázaro Cárdenas,LZC
Valle del Fuerte International Airport,Los Mochis,LMM
Aeropuerto Internacional Del Bajío,Ciudad de Silao,BJX
Manuel Márquez de León International Airport,La Paz,LAP
Loreto International Airport,Loreto,LTO
General Servando Canales International Airport,Matamoros,MAM
Aeropuerto Internacional Manuel Crescencio Rejón,Ciudad de Mérida,MID
Mulege Airport,Mulege,MUG
General Rodolfo Sánchez Taboada International Airport,Mexicali,MXL
General Francisco J. Mujica International Airport,Morelia,MLM
Minatitlán/Coatzacoalcos International Airport,Cosoleacaque,MTT
Monclova International Airport,,LOV
Aeropuerto Internacional Lic. Benito Juárez,Ciudad de México,MEX
Aeropuerto Internacional Gral. Mariano Escobedo,Ciudad de Apodaca,MTY
Aeropuerto Internacional Gral. Rafael Buelna,Ciudad de Mazatlàn,MZT
Nogales International Airport,Nogales,NOG
Quetzalcóatl International Airport,Nuevo Laredo,NLD
Xoxocotlán International Airport,Oaxaca,OAX
El Tajín National Airport,Poza Rica,PAZ
Hermanos Serdán International Airport,Puebla,PBC
Piedras Negras International Airport,Piedras Negras,PDS
Punta Colorada Airport,La Ribera,PCO
Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,Uruapan,UPN
Palenque International Airport,Palenque,PQM
Aeropuerto Internacional Lic. Gustavo Díaz Ordaz,Ciudad de Puerto Vallarta,PVR
Puerto Escondido International Airport,Puerto Escondido,PXM
Querétaro Intercontinental Airport,Querétaro,QRO
General Lucio Blanco International Airport,Reynosa,REX
Aeropuerto Internacional de Los Cabos,Ciudad de San José del Cabo,SJD
San Felipe International Airport,Mexicali,SFH
Cabo San Lucas International Airport,Cabo San Lucas,CSL
General Felipe Ángeles International Airport,Mexico City,NLU
Ponciano Arriaga International Airport,San Luis Potosí,SLP
Francisco Sarabia Tinoco International Airport,Torreón,TRC
Angel Albino Corzo International Airport,Tuxtla Gutiérrez,TGZ
Aeropuerto Internacional Gral. Abelardo Rodriguez,Ciudad de Tijuana,TIJ
General Francisco Javier Mina International Airport,Tampico,TAM
Tamuin Airport,Tamuin,TSL
Aeropuerto Internacional Adolfo López Mateos,Ciudad de Toluca,TLC
Tapachula International Airport,Tapachula,TAP
Aeropuerto Internacional de Cancún,Ciudad de Cancún,CUN
Mal Airport,Mal Island,MMV
Carlos Rovirosa Pérez International Airport,Villahermosa,VSA
General Heriberto Jara International Airport,Veracruz,VER
General Leobardo C. Ruiz International Airport,Zacatecas,ZCL
Ixtapa Zihuatanejo International Airport,Ixtapa,ZIH
Zamora Airport,,ZMM
Playa De Oro International Airport,Manzanillo,ZLO
Mandalgobi Airport,Mandalgobi,MXW
Bluefields Airport,Bluefileds,BEF
San Pedro Airport,Bonanza,BZA
Costa Esmeralda Airport,Tola,ECI
Corn Island Airport,Corn Island,RNI
Augusto C. Sandino (Managua) International Airport,Managua,MGA
Puerto Cabezas Airport,Puerto Cabezas,PUZ
Rosita Airport,La Rosita,RFS
San Carlos Airport,San Carlos,NCR
Siuna,Siuna,SIU
Waspam Airport,Waspam,WSP
Maleo Airport,Morowali,MOH
Moses Point Airport,Elim,MOS
Bocas del Toro International Airport,Isla Colón,BOC
Alonso Valderrama Airport,Chitré,CTD
Changuinola Captain Manuel Niño International Airport,Changuinola,CHX
Enrique Malek International Airport,David,DAV
Enrique Adolfo Jimenez Airport,Colón,ONX
Makini Airport,Makini,MPG
Panamá Pacífico International Airport,Panamá City,BLB
Mamitupu Airport,Mamitupu,MPI
Jaqué Airport,Jaqué,JQE
Marcos A. Gelabert International Airport,Albrook,PAC
Puerto Obaldía Airport,Puerto Obaldía,PUE
Capt. J. Montenegro Airport,Pedasí,PDM
Scarlett Martinez International Airport,Río Hato,RIH
Ruben Cantu Airport,Santiago,SYP
Tocumen International Airport,Tocumen,PTY
Mapua(Mabua) Airport,Tatau Island,MPU
El Porvenir Airport,El Porvenir,PVE
San Blas Airport,Warsobtugua,NBL
Miyanmin Airport,Miyanmin,MPX
Malam Airport,Malam,MQO
La Fortuna Arenal Airport,La Fortuna,FON
Aerotortuguero Airport,Roxana,TTQ
Buenos Aires Airport,Punta Arenas,BAI
Barra del Colorado Airport,Pococi,BCL
Coto 47 Airport,Corredores,OTR
Chacarita Airport,Puntarenas,JAP
Playa Samara/Carrillo Airport,Carrillo,PLD
Drake Bay Airport,Puntarenas,DRK
Flamingo Airport,Brasilito,FMG
Golfito Airport,Golfito,GLF
Guapiles Airport,Pococi,GPL
Islita Airport,Nandayure,PBP
Guanacaste Airport,Liberia,LIR
Los Chiles Airport,Los Chiles,LSL
Limon International Airport,Puerto Limon,LIO
Mojica Airport,Cañas,CSC
Guanacaste Airport,Nicoya/Guanacate,NCT
Nosara Airport,Nicoya,NOB
Juan Santamaría International Airport,San José (Alajuela),SJO
Puerto Jimenez Airport,Puerto Jimenez,PJM
Palmar Sur Airport,Palmar Sur,PMZ
Tobías Bolaños International Airport,San Jose,SYQ
Quepos Managua Airport,Quepos,XQP
Rio Frio / Progreso Airport,Rio Frio / Progreso,RFR
San Isidro del General Airport,Pérez Zeledón,IPZ
San Vito De Java Airport,Coto Brus,TOO
Moroak Airport,Moroak,MRT
Tamarindo Airport,Tamarindo,TNO
Tambor Airport,Nicoya,TMU
Upala Airport,Upala,UPL
Marigot Seaplane Base,Saint Martin,MSB
Monseñor Óscar Arnulfo Romero International Airport,San Salvador (San Luis Talpa),SAL
Ilopango International Airport,San Salvador,ILS
Les Cayes Airport,Les Cayes,CYA
Cap Haitien International Airport,Cap Haitien,CAP
Metro Field,Fairbanks,MTX
Jacmel Airport,Jacmel,JAK
Jérémie Airport,Jeremie,JEE
Toussaint Louverture International Airport,Port-au-Prince,PAP
Port-de-Paix Airport,Port-de-Paix,PAX
Montepuez Airport,Montepuez,MTU
Gustavo Rizo Airport,Baracoa,BCA
Las Brujas Airport,Cayo Santa Maria,BWW
Carlos Manuel de Cespedes Airport,Bayamo,BYM
Maximo Gomez Airport,Ciego de Avila,AVI
Jardines Del Rey Airport,Cayo Coco,CCC
Jaime Gonzalez Airport,Cienfuegos,CFG
Vilo Acuña International Airport,Cayo Largo del Sur,CYO
Ignacio Agramonte International Airport,Camaguey,CMW
Antonio Maceo International Airport,Santiago,SCU
Leeward Point Field,Guantanamo Bay Naval Station,NBW
Mariana Grajales Airport,Guantánamo,GAO
José Martí International Airport,Havana,HAV
Frank Pais International Airport,Holguin,HOG
Kawama Airport,Santa Marta,VRO
La Coloma Airport,Pinar del Rio,LCL
Alfredo Noa Díaz Airport,Maisí,UMA
Mayajigua Airport,Mayajigua,MJG
Orestes Acosta Airport,Moa,MOA
Sierra Maestra International Airport,Manzanillo,MZO
Nicaro Airport,Nicaro,ICR
Rafael Cabrera Airport,Nueva Gerona,GER
Playa Baracoa Airport,Havana,UPB
Abel Santamaria Airport,Santa Clara,SNU
San Julián Air Base,Sandino,SNJ
Siguanea Airport,Isla de la Juventud,SZJ
Sancti Spiritus Airport,Sancti Spiritus,USS
Alberto Delgado Airport,Trinidad,TND
Juan Gualberto Gomez International Airport,Matanzas,VRA
Hermanos Ameijeiras Airport,Las Tunas,VTU
Faresmaathoda Airport,Faresmaathodaa,FMT
Charles Kirkconnell International Airport,West End,CYB
Edward Bodden Little Cayman Airfield,Blossom Village,LYB
Owen Roberts International Airport,George Town,GCM
Motswari Airport,Motswari Private Game Reserve,MWR
Mussau Airport,Mussau Island,MWU
Punta Abreojos Airport,Mulegé,AJS
Apatzingán - Pablo L. Sidar Airport,Apatzingán,AZG
Playa del Carmen Airport,Solidaridad,PCM
Punta Chivato Airport,Mulegé,PCV
Salina Cruz Naval Air Station,Salina Cruz,SCX
San Ignacio Airport,Mulegé,SGM
Tulum Naval Air Station,Tulum,TUY
San Luis Río Colorado Airport,San Luis Río Colorado,UAC
Álamos Airport,Álamos,XAL
Monticello Airport,Monticello,MXC
Mindik Airport,Mindik,MXK
Sungai Tekai Airport,Sungai Tekai,GTK
Long Banga Airport,Long Banga,LBP
Long Lama Airport,Long Lama,LLM
Mostyn Airport,Mostyn,MZS
Sipitang Airport,Sipitang,SPT
Clarence A. Bain Airport,Mangrove Cay,MAY
Andros Town Airport,,ASD
Congo Town Airport,Andros,TZN
Leonard M Thompson International Airport,Marsh Harbour,MHH
San Andros Airport,Andros Island,SAQ
Spring Point Airport,Spring Point,AXP
Treasure Cay Airport,Treasure Cay,TCB
Walkers Cay Airport,Walkers Cay,WKR
Chub Cay Airport,,CCZ
Great Harbour Cay Airport,Bullocks Harbour,GHC
South Bimini Airport,South Bimini,BIM
Arthur's Town Airport,Arthur's Town,ATC
New Bight Airport,Cat Island,TBI
Cat Cay Airport,North Cat Cay,CXY
Colonel Hill Airport,Colonel Hill,CRI
Pitts Town Airport,Pitts Town,PWN
Exuma International Airport,Moss Town,GGT
North Eleuthera Airport,North Eleuthera,ELH
Governor's Harbour Airport,Governor's Harbour,GHB
Normans Cay Airport,Normans Cay,NMC
Rock Sound Airport,Rock Sound,RSD
Staniel Cay Airport,,TYM
Grand Bahama International Airport,Freeport,FPO
West End Airport,West End,WTD
Inagua Airport,Matthew Town,IGA
May Creek Airport,May Creek,MYK
Deadman's Cay Airport,Deadman's Cay,LGI
Stella Maris Airport,Stella Maris,SML
Mayaguana Airport,Abrahams Bay,MYG
Lynden Pindling International Airport,Nassau,NAS
Duncan Town Airport,,DCT
Rum Cay Airport,,RCY
Moyale Airport,Moyale,MYS
San Salvador Airport,San Salvador,ZSA
Menyamya Airport,Menyamya,MYX
Paradise Island Airport,Santa Carolina,NTC
Ibo Airport,Ibo,IBO
Chokwé Airport,Chokwé,TGS
Philip S. W. Goldson International Airport,Belize City,BZE
Manatee Airport,,MZE
San Ignacio Town (Maya Flats) Airstrip,Maya Flats,CYD
Ine Airport,Arno Atoll,IMI
Bagani Airport,Bagani,BQI
Changbaishan Airport,Baishan,NBS
Aitutaki Airport,Aitutaki,AIT
Enua Airport,Atiu Island,AIU
Mangaia Island Airport,Mangaia Island,MGS
Manihiki Island Airport,Manihiki Island,MHX
Mauke Airport,Mauke Island,MUK
Mitiaro Island Airport,Mitiaro Island,MOI
Pukapuka Island Airport,Pukapuka Atoll,PZK
Tongareva Airport,Penrhyn Island,PYE
Rarotonga International Airport,Avarua,RAR
Namudi Airport,Namudi,NDI
Nadunumu Airport,Nadunumu,NDN
Browns Airport,Weeping Water,EPG
Cicia Airport,Cicia,ICI
Castaway Island Seaplane Base,Castaway Island,CST
Nadi International Airport,Nadi,NAN
Malolo Lailai Island Airport,Malolo Lailai Island,PTF
Rabi Island Airport,Rabi Island,RBI
Vunisea Airport,Vunisea,KDV
Mana Island Airport,Mana Island,MNF
Moala Airport,Moala,MFJ
Nausori International Airport,Nausori,SUV
Levuka Airfield,Bureta,LEV
Ngau Airport,Ngau,NGI
Laucala Island Airport,Laucala Island,LUC
Lakeba Island Airport,Lakeba Island,LKB
Labasa Airport,Labasa,LBS
Matei Airport,Matei,TVU
Koro Island Airport,Koro Island,KXF
Rotuma Airport,Rotuma,RTA
Savusavu Airport,Savusavu,SVU
Wakaya Island Airport,Wakaya Island,KAY
Ono-i-Lau Airport,Ono-i-Lau,ONU
Yasawa Island Airport,Yasawa Island,YAS
Kaufana Airport,Eua Island,EUA
Fua'amotu International Airport,Nuku'alofa,TBU
Lifuka Island Airport,Lifuka,HPA
Mata'aho Airport,"Angaha, Niuafo'ou Island",NFO
Kuini Lavenia Airport,Niuatoputapu,NTT
Vava'u International Airport,Vava'u Island,VAV
Turtle Island Seaplane Base,Nanuya Levu Island,TTL
Vanua Balavu Airport,Vanua Balavu,VBV
Vatulele Airport,Vatulele,VTF
Gombe Lawanti International Airport,Gombe,GMO
Port Harcourt City Airport / Port Harcourt Air Force Base,Port Harcourt,PHG
Warri Airport,Warri,QRW
Abaiang Airport,Abaiang,ABF
Beru Airport,Beru,BEZ
Funafuti International Airport,Funafuti,FUN
Kuria Airport,Kuria,KUC
Maiana Airport,Maiana,MNK
Marakei Airport,Marakei,MZK
Makin Island Airport,Makin Island,MTK
Nikunau Airport,Nikunau,NIG
Onotoa Airport,Onotoa,OOT
Bonriki International Airport,Tarawa,TRW
Abemama Airport,Abemama,AEA
Tabiteuea North Airport,,TBF
Tamana Island Airport,Tamana Island,TMN
Nonouti Airport,Nonouti,NON
Arorae Island Airport,Arorae Island,AIS
Tabiteuea South Airport,Tabiteuea South,TSU
Butaritari Airport,Butaritari,BBG
Aranuka Airport,Buariki,AAK
Niokolo-Koba Airport,Niokolo-Koba National Park,NIK
Niue International Airport,Alofi,IUE
Nenjiang Melgen Airport,Heihe,NJJ
Sinak Airport,Sinak,NKD
Ninglang Luguhu Airport,Ninglang,NLH
Pointe Vele Airport,Futuna Island,FUT
Hihifo Airport,Wallis Island,WLS
Industrial Airpark,Hobbs,HBB
Nangade Airport,Nangade,NND
Nomad River Airport,Nomad River,NOM
Naoro Airport,Naoro Vilage,NOO
Nipa Airport,Nipa,NPG
Newry Airport,Newry,NRY
Ofu Airport,Ofu,OFU
Asau Airport,Asau,AAU
Faleolo International Airport,Apia,APW
Fitiuta Airport,Fitiuta Village,FTI
Maota Airport,Maota,MXS
Pago Pago International Airport,Pago Pago,PPG
Faa'a International Airport,Papeete,PPT
Rimatara Airport,Rimatara Island,RMT
Rurutu Airport,,RUR
Tubuai Airport,,TUB
Raivavae Airport,,RVV
Anaa Airport,Anaa,AAA
Fangatau Airport,Fangatau,FGU
Tikehau Airport,,TIH
Apataki Airport,Apataki,APK
Reao Airport,Reao,REA
Fakarava Airport,,FAV
Hikueru Airport,Hikueru,HHZ
Manihi Airport,,XMH
Totegegie Airport,,GMR
Kaukura Airport,Raitahiti,KKR
Makemo Airport,Makemo,MKP
Napuka Island Airport,Napuka Island,NAU
Tatakoto Airport,Tatakoto,TKV
Puka Puka Airport,,PKP
Pukaruha Airport,Pukaruha,PUK
Takapoto Airport,,TKP
Arutua Airport,,AXR
Mataiva Airport,,MVT
Nukutavake Airport,Nukutavake,NUK
Tureia Airport,Tureia,ZTA
Ahe Airport,Ahe Atoll,AHE
Kauehi Airport,Kauehi,KHZ
Faaite Airport,Faaite,FAC
Fakahina Airport,Fakahina,FHZ
Aratika Nord Airport,,RKA
Takume Airport,Takume,TJN
Naiu Airport,Naiu Atoll,NIU
Raroia Airport,Raroia,RRR
Takaroa Airport,,TKX
Katiu Airport,Katiu,KXU
Nukutepipi Airport,Nukutepipi,NKP
Nuku Hiva Airport,Nuku Hiva,NHV
Hiva Oa-Atuona Airport,Hiva Oa Island,AUQ
Ua Pou Airport,Ua Pou,UAP
Ua Huka Airport,Ua Huka,UAH
Bora Bora Airport,Motu Mute,BOB
Tetiaroa Airport,Tetiaroa,TTI
Rangiroa Airport,,RGI
Huahine-Fare Airport,Fare,HUH
Moorea Temae Airport,Moorea-Maiao,MOZ
Hao Airport,Otepa,HOI
Maupiti Airport,,MAU
Raiatea Airport,Uturoa,RFP
Tupai Airport,Tupai Atoll,TPX
Moruroa Airport,Moruroa Atoll,UOA
Vahitahi Airport,Vahitahi,VHZ
Castlereagh Lake Seaplane Base,Hatton,NUF
Nuguria Airstrip,Nuguria Island,NUG
Yucca Airstrip,Mercury,UCC
Mota Lava Airport,Ablow,MTV
Sola Airport,Sola,SLH
Torres Airstrip,Loh/Linua,TOH
Siwo Airport,Emae Island,EAE
Craig Cove Airport,Craig Cove,CCV
Longana Airport,Longana,LOD
Sara Airport,Pentecost Island,SSR
Tavie Airport,Paama Island,PBJ
Lamap Airport,Lamap,LPM
Lamen Bay Airport,Lamen Bay,LNB
Maewo-Naone Airport,Maewo Island,MWF
Lonorore Airport,Lonorore,LNE
Norsup Airport,Norsup,NUS
Gaua Island Airport,Gaua Island,ZGU
Redcliffe Airport,Redcliffe,RCL
Santo Pekoa International Airport,Luganville,SON
Tongoa Airport,Tongoa Island,TGH
Uléi Airport,Ambrym Island,ULB
Valesdir Airport,Epi Island,VLS
Walaha Airport,Walaha,WLH
Southwest Bay Airport,Malekula Island,SWJ
North West Santo Airport,Olpoi,OLJ
Aneityum Airport,Anatom Island,AUY
Aniwa Airport,Aniwa,AWD
Dillon's Bay Airport,Dillon's Bay,DLY
Futuna Airport,Futuna Island,FTA
Ipota Airport,Ipota,IPA
Bauerfield International Airport,Port Vila,VLI
Tanna Airport,,TAH
Nowata Airport,Nowata,NWT
Tiga Airport,Tiga,TGJ
Île Art - Waala Airport,Waala,BMY
Koné Airport,Koné,KNQ
Île des Pins Airport,Île des Pins,ILP
Nesson Airport,Houailou,HLU
Koumac Airport,Koumac,KOC
Lifou Airport,Lifou,LIF
Nouméa Magenta Airport,Nouméa,GEA
Poum / Malabou Airport,Malabou,PUV
Mueo Airport,Népoui,PDC
Maré Airport,Maré,MEE
Touho Airport,Touho,TOU
Ouvéa Airport,Ouvéa,UVE
La Tontouta International Airport,Nouméa (La Tontouta),NOU
Fox Glacier Aerodrome,Fox Glacier,FGL
Auckland International Airport,Auckland,AKL
Taupo Airport,Taupo,TUO
Ardmore Airport,Manurewa,AMZ
Ashburton Aerodrome,,ASG
Christchurch International Airport,Christchurch,CHC
Chatham Islands / Tuuta Airport,Te One,CHT
Coromandel Aerodrome,,CMV
Dargaville Aerodrome,,DGR
Dunedin International Airport,Dunedin,DUD
Franz Josef Aerodrome,,WHO
Great Barrier Aerodrome,Claris,GBZ
Greymouth Airport,,GMN
Gisborne Airport,Gisborne,GIS
Glentanner Airport,Glentanner Station,GTN
Hokitika Airfield,,HKK
Hamilton International Airport,Hamilton,HLZ
Waiheke Reeve Airport,,WIK
Kaikoura Airport,,KBZ
Kerikeri Airport,Kerikeri,KKE
Kaikohe Airport,Kaikohe,KKO
Kaitaia Airport,Awanui,KAT
Alexandra Aerodrome,Alexandra,ALR
Matamata Glider Airport,,MTA
Mechanics Bay Heliport,Auckland City,MHB
Mount Cook Airport,,MON
Milford Sound Airport,,MFN
Motueka Airport,,MZP
Manapouri Airport,,TEU
Hood Airport,Masterton,MRO
New Plymouth Airport,New Plymouth,NPL
Hawke's Bay Airport,Napier,NPE
Nelson Airport,Nelson,NSN
Invercargill Airport,Invercargill,IVC
RNZAF Base Ohakea,,OHA
Oamaru Airport,,OAM
Palmerston North Airport,Palmerston North,PMR
Picton Aerodrome,Koromiko,PCN
Paraparaumu Airport,,PPQ
Queenstown International Airport,Queenstown,ZQN
Raglan Aerodrome,Raglan,RAG
Ryan's Creek Aerodrome,Oban,SZS
Rotorua Regional Airport,Rotorua,ROT
Tauranga Airport,Tauranga,TRG
Thames Aerodrome,,TMZ
Takaka Airport,,KTF
Tokoroa Airfield,Tokoroa,TKZ
Taharoa Aerodrome,Taharoa,THH
Timaru Airport,,TIU
Pukaki Airport,Twitzel,TWZ
Woodbourne Airport,Blenheim,BHE
Wanaka Airport,Wanaka,WKA
Whakatane Airport,,WHK
Wellington International Airport,Wellington,WLG
